Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day_of_Week,Day_Num,Is_Weekend,Month,Day,Day_of_Year,temperature,rainfall,holiday,special_event,expected_attendance,actual_attendance,meals_prepared,meals_consumed,surplus_meals,surplus_percentage,previous_day_consumption
2025-07-25,Dinner,A,Rice,2.47,2.0,4.94,Friday,4,0,7,25,206,30.5,1.5,0,1,570,552,620,535,85,13.71,551
2025-07-25,Dinner,A,Soup,2.0,1.5,3.0,Friday,4,0,7,25,206,30.5,1.5,0,1,580,607,623,546,77,12.36,563
2025-07-25,Dinner,B,Meat,1.66,8.0,13.28,Friday,4,0,7,25,206,30.5,1.5,0,1,567,611,625,594,31,4.96,354
2025-07-25,Dinner,B,Rice,0.98,2.0,1.96,Friday,4,0,7,25,206,30.5,1.5,0,1,612,566,675,551,124,18.37,378
2025-07-25,Dinner,B,Soup,4.49,1.5,6.74,Friday,4,0,7,25,206,30.5,1.5,0,1,618,608,694,563,131,18.88,385
2025-07-25,Dinner,B,Vegetables,1.17,3.0,3.51,Friday,4,0,7,25,206,30.5,1.5,0,1,685,659,771,610,161,20.88,523
2025-07-25,Dinner,C,Meat,0.39,8.0,3.12,Friday,4,0,7,25,206,30.5,1.5,0,1,511,545,565,529,36,6.37,594
2025-07-25,Dinner,C,Rice,3.91,2.0,7.82,Friday,4,0,7,25,206,30.5,1.5,0,1,463,458,526,441,85,16.16,535
2025-07-25,Dinner,C,Soup,2.69,1.5,4.04,Friday,4,0,7,25,206,30.5,1.5,0,1,435,419,469,385,84,17.91,368
2025-07-25,Dinner,C,Vegetables,4.96,3.0,14.88,Friday,4,0,7,25,206,30.5,1.5,0,1,458,441,498,404,94,18.88,431
2025-07-25,Dinner,D,Meat,5.0,8.0,40.0,Friday,4,0,7,25,206,30.5,1.5,0,1,555,551,605,529,76,12.56,529
2025-07-25,Dinner,D,Rice,3.86,2.0,7.72,Friday,4,0,7,25,206,30.5,1.5,0,1,511,512,574,490,84,14.63,441
2025-07-25,Dinner,D,Soup,0.59,1.5,0.88,Friday,4,0,7,25,206,30.5,1.5,0,1,566,596,637,537,100,15.7,546
2025-07-25,Dinner,D,Vegetables,4.87,3.0,14.61,Friday,4,0,7,25,206,30.5,1.5,0,1,555,555,622,523,99,15.92,404
2025-07-25,Lunch,A,Meat,2.12,8.0,16.96,Friday,4,0,7,25,206,30.5,1.5,0,1,972,1029,1060,987,73,6.89,748
2025-07-25,Lunch,A,Rice,1.55,2.0,3.1,Friday,4,0,7,25,206,30.5,1.5,0,1,850,812,947,768,179,18.9,833
2025-07-25,Lunch,A,Soup,0.4,1.5,0.6,Friday,4,0,7,25,206,30.5,1.5,0,1,938,956,1048,871,177,16.89,455
2025-07-25,Lunch,A,Vegetables,2.8,3.0,8.4,Friday,4,0,7,25,206,30.5,1.5,0,1,1011,1094,1131,1001,130,11.49,793
2025-07-25,Lunch,B,Meat,0.77,8.0,6.16,Friday,4,0,7,25,206,30.5,1.5,0,1,855,923,947,880,67,7.07,715
2025-07-25,Lunch,B,Rice,1.47,2.0,2.94,Friday,4,0,7,25,206,30.5,1.5,0,1,837,796,918,761,157,17.1,660
2025-07-25,Lunch,B,Vegetables,1.08,3.0,3.24,Friday,4,0,7,25,206,30.5,1.5,0,1,906,835,1016,793,223,21.95,668
2025-07-25,Lunch,C,Meat,3.19,8.0,25.52,Friday,4,0,7,25,206,30.5,1.5,0,1,717,751,775,715,60,7.74,987
2025-07-25,Lunch,C,Rice,2.68,2.0,5.36,Friday,4,0,7,25,206,30.5,1.5,0,1,683,697,768,660,108,14.06,512
2025-07-25,Lunch,C,Vegetables,4.03,3.0,12.09,Friday,4,0,7,25,206,30.5,1.5,0,1,648,712,726,653,73,10.06,1001
2025-07-25,Lunch,D,Meat,3.93,8.0,31.44,Friday,4,0,7,25,206,30.5,1.5,0,1,843,801,944,788,156,16.53,880
2025-07-25,Lunch,D,Rice,4.95,2.0,9.9,Friday,4,0,7,25,206,30.5,1.5,0,1,802,863,896,833,63,7.03,761
2025-07-25,Lunch,D,Soup,2.77,1.5,4.16,Friday,4,0,7,25,206,30.5,1.5,0,1,777,844,881,782,99,11.24,871
2025-07-25,Lunch,D,Vegetables,1.86,3.0,5.58,Friday,4,0,7,25,206,30.5,1.5,0,1,794,787,864,728,136,15.74,653
2025-07-26,Breakfast,A,Meat,1.41,8.0,11.28,Saturday,5,1,7,26,207,31.8,11.1,0,0,172,159,188,155,33,17.55,308
2025-07-26,Breakfast,A,Soup,4.59,1.5,6.88,Saturday,5,1,7,26,207,31.8,11.1,0,0,167,161,187,145,42,22.46,105
2025-07-26,Breakfast,A,Vegetables,4.1,3.0,12.3,Saturday,5,1,7,26,207,31.8,11.1,0,0,164,146,187,133,54,28.88,110
2025-07-26,Breakfast,B,Meat,4.98,8.0,39.84,Saturday,5,1,7,26,207,31.8,11.1,0,0,138,141,151,139,12,7.95,134
2025-07-26,Breakfast,B,Rice,0.37,2.0,0.74,Saturday,5,1,7,26,207,31.8,11.1,0,0,155,152,166,144,22,13.25,112
2025-07-26,Breakfast,B,Soup,4.25,1.5,6.38,Saturday,5,1,7,26,207,31.8,11.1,0,0,157,145,176,134,42,23.86,124
2025-07-26,Breakfast,B,Vegetables,1.18,3.0,3.54,Saturday,5,1,7,26,207,31.8,11.1,0,0,153,155,164,144,20,12.2,259
2025-07-26,Breakfast,C,Rice,4.01,2.0,8.02,Saturday,5,1,7,26,207,31.8,11.1,0,0,117,117,129,112,17,13.18,127
2025-07-26,Breakfast,C,Soup,4.24,1.5,6.36,Saturday,5,1,7,26,207,31.8,11.1,0,0,115,117,125,105,20,16.0,134
2025-07-26,Breakfast,C,Vegetables,4.21,3.0,12.63,Saturday,5,1,7,26,207,31.8,11.1,0,0,122,119,133,110,23,17.29,144
2025-07-26,Breakfast,D,Meat,3.0,8.0,24.0,Saturday,5,1,7,26,207,31.8,11.1,0,0,145,139,164,134,30,18.29,155
2025-07-26,Breakfast,D,Rice,0.96,2.0,1.92,Saturday,5,1,7,26,207,31.8,11.1,0,0,127,133,143,127,16,11.19,352
2025-07-26,Breakfast,D,Soup,3.52,1.5,5.28,Saturday,5,1,7,26,207,31.8,11.1,0,0,135,137,153,124,29,18.95,373
2025-07-26,Breakfast,D,Vegetables,4.05,3.0,12.15,Saturday,5,1,7,26,207,31.8,11.1,0,0,131,117,142,108,34,23.94,133
2025-07-26,Dinner,A,Meat,4.6,8.0,36.8,Saturday,5,1,7,26,207,31.8,11.1,0,0,245,242,269,233,36,13.38,204
2025-07-26,Dinner,A,Rice,0.1,2.0,0.2,Saturday,5,1,7,26,207,31.8,11.1,0,0,280,264,301,255,46,15.28,211
2025-07-26,Dinner,A,Soup,0.74,1.5,1.11,Saturday,5,1,7,26,207,31.8,11.1,0,0,244,243,265,225,40,15.09,537
2025-07-26,Dinner,A,Vegetables,1.09,3.0,3.27,Saturday,5,1,7,26,207,31.8,11.1,0,0,279,302,314,282,32,10.19,173
2025-07-26,Dinner,B,Meat,4.6,8.0,36.8,Saturday,5,1,7,26,207,31.8,11.1,0,0,222,213,253,205,48,18.97,233
2025-07-26,Dinner,B,Rice,3.61,2.0,7.22,Saturday,5,1,7,26,207,31.8,11.1,0,0,228,261,250,249,1,0.4,490
2025-07-26,Dinner,C,Meat,2.97,8.0,23.76,Saturday,5,1,7,26,207,31.8,11.1,0,0,200,209,220,204,16,7.27,570
2025-07-26,Dinner,C,Soup,3.89,1.5,5.84,Saturday,5,1,7,26,207,31.8,11.1,0,0,189,174,212,160,52,24.53,225
2025-07-26,Dinner,C,Vegetables,4.59,3.0,13.77,Saturday,5,1,7,26,207,31.8,11.1,0,0,203,187,227,173,54,23.79,610
2025-07-26,Dinner,D,Rice,4.25,2.0,8.5,Saturday,5,1,7,26,207,31.8,11.1,0,0,219,223,235,211,24,10.21,249
2025-07-26,Dinner,D,Soup,1.93,1.5,2.9,Saturday,5,1,7,26,207,31.8,11.1,0,0,228,199,246,180,66,26.83,160
2025-07-26,Dinner,D,Vegetables,4.81,3.0,14.43,Saturday,5,1,7,26,207,31.8,11.1,0,0,176,180,196,170,26,13.27,282
2025-07-26,Lunch,A,Meat,0.24,8.0,1.92,Saturday,5,1,7,26,207,31.8,11.1,0,0,412,402,457,393,64,14.0,788
2025-07-26,Lunch,A,Rice,4.58,2.0,9.16,Saturday,5,1,7,26,207,31.8,11.1,0,0,390,391,418,368,50,11.96,768
2025-07-26,Lunch,A,Soup,4.74,1.5,7.11,Saturday,5,1,7,26,207,31.8,11.1,0,0,441,405,488,371,117,23.98,334
2025-07-26,Lunch,A,Vegetables,3.53,3.0,10.59,Saturday,5,1,7,26,207,31.8,11.1,0,0,391,390,436,366,70,16.06,728
2025-07-26,Lunch,B,Meat,2.86,8.0,22.88,Saturday,5,1,7,26,207,31.8,11.1,0,0,355,364,405,360,45,11.11,393
2025-07-26,Lunch,B,Rice,2.86,2.0,5.72,Saturday,5,1,7,26,207,31.8,11.1,0,0,375,356,412,340,72,17.48,286
2025-07-26,Lunch,B,Soup,4.94,1.5,7.41,Saturday,5,1,7,26,207,31.8,11.1,0,0,345,367,371,334,37,9.97,782
2025-07-26,Lunch,C,Meat,2.51,8.0,20.08,Saturday,5,1,7,26,207,31.8,11.1,0,0,257,257,289,249,40,13.84,326
2025-07-26,Lunch,C,Rice,4.42,2.0,8.84,Saturday,5,1,7,26,207,31.8,11.1,0,0,295,301,327,286,41,12.54,309
2025-07-26,Lunch,C,Soup,2.5,1.5,3.75,Saturday,5,1,7,26,207,31.8,11.1,0,0,310,326,344,296,48,13.95,371
2025-07-26,Lunch,C,Vegetables,1.61,3.0,4.83,Saturday,5,1,7,26,207,31.8,11.1,0,0,277,283,315,262,53,16.83,323
2025-07-26,Lunch,D,Meat,1.24,8.0,9.92,Saturday,5,1,7,26,207,31.8,11.1,0,0,334,333,359,326,33,9.19,360
2025-07-26,Lunch,D,Rice,0.54,2.0,1.08,Saturday,5,1,7,26,207,31.8,11.1,0,0,332,316,370,309,61,16.49,368
2025-07-26,Lunch,D,Vegetables,1.17,3.0,3.51,Saturday,5,1,7,26,207,31.8,11.1,0,0,338,341,385,323,62,16.1,366
2025-07-27,Breakfast,A,Meat,2.04,8.0,16.32,Sunday,6,1,7,27,208,31.6,0.0,0,0,160,160,181,158,23,12.71,146
2025-07-27,Breakfast,A,Rice,4.72,2.0,9.44,Sunday,6,1,7,27,208,31.6,0.0,0,0,170,158,191,152,39,20.42,111
2025-07-27,Breakfast,A,Soup,1.58,1.5,2.37,Sunday,6,1,7,27,208,31.6,0.0,0,0,159,168,174,153,21,12.07,144
2025-07-27,Breakfast,A,Vegetables,0.6,3.0,1.8,Sunday,6,1,7,27,208,31.6,0.0,0,0,153,151,168,141,27,16.07,108
2025-07-27,Breakfast,B,Meat,0.87,8.0,6.96,Sunday,6,1,7,27,208,31.6,0.0,0,0,149,149,163,147,16,9.82,158
2025-07-27,Breakfast,B,Rice,0.77,2.0,1.54,Sunday,6,1,7,27,208,31.6,0.0,0,0,160,155,179,146,33,18.44,152
2025-07-27,Breakfast,B,Soup,3.98,1.5,5.97,Sunday,6,1,7,27,208,31.6,0.0,0,0,153,161,167,144,23,13.77,109
2025-07-27,Breakfast,C,Meat,3.28,8.0,26.24,Sunday,6,1,7,27,208,31.6,0.0,0,0,125,129,136,126,10,7.35,147
2025-07-27,Breakfast,C,Rice,4.81,2.0,9.62,Sunday,6,1,7,27,208,31.6,0.0,0,0,121,116,134,111,23,17.16,144
2025-07-27,Breakfast,C,Soup,4.85,1.5,7.28,Sunday,6,1,7,27,208,31.6,0.0,0,0,136,136,147,121,26,17.69,145
2025-07-27,Breakfast,C,Vegetables,0.95,3.0,2.85,Sunday,6,1,7,27,208,31.6,0.0,0,0,108,107,121,98,23,19.01,141
2025-07-27,Breakfast,D,Meat,4.65,8.0,37.2,Sunday,6,1,7,27,208,31.6,0.0,0,0,139,150,158,146,12,7.59,139
2025-07-27,Breakfast,D,Rice,3.5,2.0,7.0,Sunday,6,1,7,27,208,31.6,0.0,0,0,129,135,144,129,15,10.42,146
2025-07-27,Breakfast,D,Soup,1.19,1.5,1.78,Sunday,6,1,7,27,208,31.6,0.0,0,0,135,122,148,109,39,26.35,121
2025-07-27,Breakfast,D,Vegetables,3.96,3.0,11.88,Sunday,6,1,7,27,208,31.6,0.0,0,0,130,128,142,119,23,16.2,98
2025-07-27,Dinner,A,Meat,4.69,8.0,37.52,Sunday,6,1,7,27,208,31.6,0.0,0,0,235,219,262,209,53,20.23,167
2025-07-27,Dinner,A,Rice,2.87,2.0,5.74,Sunday,6,1,7,27,208,31.6,0.0,0,0,256,228,284,220,64,22.54,262
2025-07-27,Dinner,A,Soup,3.75,1.5,5.62,Sunday,6,1,7,27,208,31.6,0.0,0,0,249,234,277,209,68,24.55,232
2025-07-27,Dinner,A,Vegetables,0.79,3.0,2.37,Sunday,6,1,7,27,208,31.6,0.0,0,0,258,268,288,253,35,12.15,169
2025-07-27,Dinner,B,Meat,4.91,8.0,39.28,Sunday,6,1,7,27,208,31.6,0.0,0,0,251,255,285,248,37,12.98,209
2025-07-27,Dinner,B,Rice,1.27,2.0,2.54,Sunday,6,1,7,27,208,31.6,0.0,0,0,267,270,295,262,33,11.19,191
2025-07-27,Dinner,B,Soup,4.44,1.5,6.66,Sunday,6,1,7,27,208,31.6,0.0,0,0,242,250,262,232,30,11.45,173
2025-07-27,Dinner,B,Vegetables,0.92,3.0,2.76,Sunday,6,1,7,27,208,31.6,0.0,0,0,231,232,259,214,45,17.37,170
2025-07-27,Dinner,C,Meat,3.57,8.0,28.56,Sunday,6,1,7,27,208,31.6,0.0,0,0,173,172,188,167,21,11.17,205
2025-07-27,Dinner,C,Rice,0.53,2.0,1.06,Sunday,6,1,7,27,208,31.6,0.0,0,0,176,162,196,157,39,19.9,255
2025-07-27,Dinner,C,Soup,4.44,1.5,6.66,Sunday,6,1,7,27,208,31.6,0.0,0,0,190,189,210,173,37,17.62,180
2025-07-27,Dinner,C,Vegetables,3.23,3.0,9.69,Sunday,6,1,7,27,208,31.6,0.0,0,0,199,181,220,169,51,23.18,214
2025-07-27,Dinner,D,Rice,2.29,2.0,4.58,Sunday,6,1,7,27,208,31.6,0.0,0,0,209,196,232,191,41,17.67,157
2025-07-27,Dinner,D,Vegetables,1.32,3.0,3.96,Sunday,6,1,7,27,208,31.6,0.0,0,0,216,220,238,205,33,13.87,253
2025-07-27,Lunch,A,Meat,0.96,8.0,7.68,Sunday,6,1,7,27,208,31.6,0.0,0,0,347,339,386,326,60,15.54,274
2025-07-27,Lunch,A,Rice,2.99,2.0,5.98,Sunday,6,1,7,27,208,31.6,0.0,0,0,398,403,434,389,45,10.37,317
2025-07-27,Lunch,A,Soup,3.47,1.5,5.2,Sunday,6,1,7,27,208,31.6,0.0,0,0,378,349,407,315,92,22.6,349
2025-07-27,Lunch,A,Vegetables,1.6,3.0,4.8,Sunday,6,1,7,27,208,31.6,0.0,0,0,404,394,440,359,81,18.41,262
2025-07-27,Lunch,B,Meat,3.67,8.0,29.36,Sunday,6,1,7,27,208,31.6,0.0,0,0,337,332,384,319,65,16.93,326
2025-07-27,Lunch,B,Rice,0.72,2.0,1.44,Sunday,6,1,7,27,208,31.6,0.0,0,0,396,409,432,398,34,7.87,340
2025-07-27,Lunch,B,Soup,4.75,1.5,7.12,Sunday,6,1,7,27,208,31.6,0.0,0,0,394,391,444,349,95,21.4,296
2025-07-27,Lunch,B,Vegetables,4.75,3.0,14.25,Sunday,6,1,7,27,208,31.6,0.0,0,0,332,351,372,326,46,12.37,281
2025-07-27,Lunch,C,Meat,4.97,8.0,39.76,Sunday,6,1,7,27,208,31.6,0.0,0,0,298,278,339,274,65,19.17,249
2025-07-27,Lunch,C,Rice,2.02,2.0,4.04,Sunday,6,1,7,27,208,31.6,0.0,0,0,311,318,340,311,29,8.53,398
2025-07-27,Lunch,C,Vegetables,4.83,3.0,14.49,Sunday,6,1,7,27,208,31.6,0.0,0,0,276,265,300,247,53,17.67,326
2025-07-27,Lunch,D,Rice,3.05,2.0,6.1,Sunday,6,1,7,27,208,31.6,0.0,0,0,341,335,386,317,69,17.88,311
2025-07-27,Lunch,D,Soup,1.18,1.5,1.77,Sunday,6,1,7,27,208,31.6,0.0,0,0,336,319,363,288,75,20.66,315
2025-07-27,Lunch,D,Vegetables,4.84,3.0,14.52,Sunday,6,1,7,27,208,31.6,0.0,0,0,328,307,356,281,75,21.07,359
2025-07-28,Breakfast,A,Meat,0.63,8.0,5.04,Monday,0,0,7,28,209,28.3,0.0,0,0,279,289,316,283,33,10.44,126
2025-07-28,Breakfast,A,Rice,1.36,2.0,2.72,Monday,0,0,7,28,209,28.3,0.0,0,0,259,239,280,232,48,17.14,228
2025-07-28,Breakfast,A,Soup,1.99,1.5,2.98,Monday,0,0,7,28,209,28.3,0.0,0,0,307,297,342,272,70,20.47,153
2025-07-28,Breakfast,A,Vegetables,0.11,3.0,0.33,Monday,0,0,7,28,209,28.3,0.0,0,0,293,307,325,281,44,13.54,176
2025-07-28,Breakfast,B,Meat,4.85,8.0,38.8,Monday,0,0,7,28,209,28.3,0.0,0,0,282,308,317,305,12,3.79,283
2025-07-28,Breakfast,B,Rice,3.69,2.0,7.38,Monday,0,0,7,28,209,28.3,0.0,0,0,285,238,309,228,81,26.21,129
2025-07-28,Breakfast,B,Soup,2.52,1.5,3.78,Monday,0,0,7,28,209,28.3,0.0,0,0,284,268,312,245,67,21.47,247
2025-07-28,Breakfast,B,Vegetables,4.43,3.0,13.29,Monday,0,0,7,28,209,28.3,0.0,0,0,262,263,298,240,58,19.46,281
2025-07-28,Breakfast,C,Meat,2.78,8.0,22.24,Monday,0,0,7,28,209,28.3,0.0,0,0,225,247,242,239,3,1.24,241
2025-07-28,Breakfast,C,Vegetables,0.6,3.0,1.8,Monday,0,0,7,28,209,28.3,0.0,0,0,215,187,243,176,67,27.57,119
2025-07-28,Breakfast,D,Meat,3.29,8.0,26.32,Monday,0,0,7,28,209,28.3,0.0,0,0,238,246,258,241,17,6.59,305
2025-07-28,Breakfast,D,Rice,4.33,2.0,8.66,Monday,0,0,7,28,209,28.3,0.0,0,0,264,260,296,253,43,14.53,232
2025-07-28,Breakfast,D,Soup,0.9,1.5,1.35,Monday,0,0,7,28,209,28.3,0.0,0,0,263,266,293,247,46,15.7,272
2025-07-28,Breakfast,D,Vegetables,3.47,3.0,10.41,Monday,0,0,7,28,209,28.3,0.0,0,0,246,250,268,230,38,14.18,240
2025-07-28,Dinner,A,Meat,0.91,8.0,7.28,Monday,0,0,7,28,209,28.3,0.0,0,0,437,439,488,417,71,14.55,248
2025-07-28,Dinner,A,Rice,4.72,2.0,9.44,Monday,0,0,7,28,209,28.3,0.0,0,0,462,476,499,465,34,6.81,359
2025-07-28,Dinner,A,Soup,0.87,1.5,1.3,Monday,0,0,7,28,209,28.3,0.0,0,0,388,396,428,359,69,16.12,209
2025-07-28,Dinner,A,Vegetables,4.46,3.0,13.38,Monday,0,0,7,28,209,28.3,0.0,0,0,412,383,460,355,105,22.83,205
2025-07-28,Dinner,B,Meat,1.11,8.0,8.88,Monday,0,0,7,28,209,28.3,0.0,0,0,456,460,490,448,42,8.57,280
2025-07-28,Dinner,B,Rice,0.6,2.0,1.2,Monday,0,0,7,28,209,28.3,0.0,0,0,429,413,487,402,85,17.45,465
2025-07-28,Dinner,B,Soup,3.52,1.5,5.28,Monday,0,0,7,28,209,28.3,0.0,0,0,427,393,475,363,112,23.58,365
2025-07-28,Dinner,C,Meat,3.68,8.0,29.44,Monday,0,0,7,28,209,28.3,0.0,0,0,328,291,354,280,74,20.9,417
2025-07-28,Dinner,C,Rice,3.64,2.0,7.28,Monday,0,0,7,28,209,28.3,0.0,0,0,362,370,408,359,49,12.01,220
2025-07-28,Dinner,C,Soup,1.48,1.5,2.22,Monday,0,0,7,28,209,28.3,0.0,0,0,383,368,423,328,95,22.46,359
2025-07-28,Dinner,C,Vegetables,1.4,3.0,4.2,Monday,0,0,7,28,209,28.3,0.0,0,0,336,352,362,333,29,8.01,427
2025-07-28,Dinner,D,Soup,4.22,1.5,6.33,Monday,0,0,7,28,209,28.3,0.0,0,0,408,401,439,365,74,16.86,328
2025-07-28,Dinner,D,Vegetables,2.9,3.0,8.7,Monday,0,0,7,28,209,28.3,0.0,0,0,415,460,470,427,43,9.15,355
2025-07-28,Lunch,A,Meat,4.24,8.0,33.92,Monday,0,0,7,28,209,28.3,0.0,0,0,701,616,768,607,161,20.96,319
2025-07-28,Lunch,A,Rice,0.46,2.0,0.92,Monday,0,0,7,28,209,28.3,0.0,0,0,743,756,796,718,78,9.8,567
2025-07-28,Lunch,A,Soup,1.66,1.5,2.49,Monday,0,0,7,28,209,28.3,0.0,0,0,758,708,828,646,182,21.98,520
2025-07-28,Lunch,A,Vegetables,1.55,3.0,4.65,Monday,0,0,7,28,209,28.3,0.0,0,0,763,704,841,668,173,20.57,247
2025-07-28,Lunch,B,Rice,4.76,2.0,9.52,Monday,0,0,7,28,209,28.3,0.0,0,0,690,738,778,719,59,7.58,389
2025-07-28,Lunch,B,Soup,1.94,1.5,2.91,Monday,0,0,7,28,209,28.3,0.0,0,0,586,548,658,498,160,24.32,288
2025-07-28,Lunch,C,Meat,2.78,8.0,22.24,Monday,0,0,7,28,209,28.3,0.0,0,0,552,499,605,478,127,20.99,607
2025-07-28,Lunch,C,Rice,3.69,2.0,7.38,Monday,0,0,7,28,209,28.3,0.0,0,0,525,525,569,500,69,12.13,718
2025-07-28,Lunch,C,Soup,0.56,1.5,0.84,Monday,0,0,7,28,209,28.3,0.0,0,0,574,578,654,520,134,20.49,498
2025-07-28,Lunch,C,Vegetables,4.5,3.0,13.5,Monday,0,0,7,28,209,28.3,0.0,0,0,561,546,616,499,117,18.99,469
2025-07-28,Lunch,D,Meat,3.11,8.0,24.88,Monday,0,0,7,28,209,28.3,0.0,0,0,654,635,706,607,99,14.02,607
2025-07-28,Lunch,D,Rice,3.01,2.0,6.02,Monday,0,0,7,28,209,28.3,0.0,0,0,622,597,693,567,126,18.18,719
2025-07-28,Lunch,D,Soup,0.25,1.5,0.38,Monday,0,0,7,28,209,28.3,0.0,0,0,564,578,607,524,83,13.67,646
2025-07-28,Lunch,D,Vegetables,2.47,3.0,7.41,Monday,0,0,7,28,209,28.3,0.0,0,0,572,507,648,469,179,27.62,668
2025-07-29,Breakfast,A,Meat,1.87,8.0,14.96,Tuesday,1,0,7,29,210,28.5,0.0,0,0,327,327,369,315,54,14.63,290
2025-07-29,Breakfast,A,Rice,0.85,2.0,1.7,Tuesday,1,0,7,29,210,28.5,0.0,0,0,321,336,352,328,24,6.82,216
2025-07-29,Breakfast,A,Soup,1.54,1.5,2.31,Tuesday,1,0,7,29,210,28.5,0.0,0,0,312,304,345,277,68,19.71,245
2025-07-29,Breakfast,A,Vegetables,2.2,3.0,6.6,Tuesday,1,0,7,29,210,28.5,0.0,0,0,288,285,320,260,60,18.75,233
2025-07-29,Breakfast,B,Meat,3.04,8.0,24.32,Tuesday,1,0,7,29,210,28.5,0.0,0,0,290,297,317,290,27,8.52,201
2025-07-29,Breakfast,B,Rice,3.34,2.0,6.68,Tuesday,1,0,7,29,210,28.5,0.0,0,0,269,255,301,244,57,18.94,221
2025-07-29,Breakfast,B,Soup,0.23,1.5,0.34,Tuesday,1,0,7,29,210,28.5,0.0,0,0,284,309,317,283,34,10.73,209
2025-07-29,Breakfast,B,Vegetables,1.08,3.0,3.24,Tuesday,1,0,7,29,210,28.5,0.0,0,0,239,256,259,233,26,10.04,260
2025-07-29,Breakfast,C,Meat,1.53,8.0,12.24,Tuesday,1,0,7,29,210,28.5,0.0,0,0,206,209,232,201,31,13.36,239
2025-07-29,Breakfast,C,Rice,0.94,2.0,1.88,Tuesday,1,0,7,29,210,28.5,0.0,0,0,236,229,264,216,48,18.18,244
2025-07-29,Breakfast,C,Soup,4.23,1.5,6.35,Tuesday,1,0,7,29,210,28.5,0.0,0,0,229,226,247,209,38,15.38,246
2025-07-29,Breakfast,C,Vegetables,0.5,3.0,1.5,Tuesday,1,0,7,29,210,28.5,0.0,0,0,231,251,258,231,27,10.47,230
2025-07-29,Breakfast,D,Rice,1.61,2.0,3.22,Tuesday,1,0,7,29,210,28.5,0.0,0,0,228,230,253,221,32,12.65,253
2025-07-29,Breakfast,D,Soup,3.34,1.5,5.01,Tuesday,1,0,7,29,210,28.5,0.0,0,0,271,267,309,246,63,20.39,277
2025-07-29,Breakfast,D,Vegetables,2.5,3.0,7.5,Tuesday,1,0,7,29,210,28.5,0.0,0,0,281,278,314,260,54,17.2,231
2025-07-29,Dinner,A,Meat,2.99,8.0,23.92,Tuesday,1,0,7,29,210,28.5,0.0,0,0,449,448,493,438,55,11.16,448
2025-07-29,Dinner,A,Soup,4.22,1.5,6.33,Tuesday,1,0,7,29,210,28.5,0.0,0,0,501,487,558,437,121,21.68,357
2025-07-29,Dinner,A,Vegetables,2.81,3.0,8.43,Tuesday,1,0,7,29,210,28.5,0.0,0,0,448,464,511,432,79,15.46,357
2025-07-29,Dinner,B,Meat,2.15,8.0,17.2,Tuesday,1,0,7,29,210,28.5,0.0,0,0,437,419,476,402,74,15.55,436
2025-07-29,Dinner,B,Rice,4.11,2.0,8.22,Tuesday,1,0,7,29,210,28.5,0.0,0,0,408,422,444,397,47,10.59,390
2025-07-29,Dinner,B,Vegetables,2.72,3.0,8.16,Tuesday,1,0,7,29,210,28.5,0.0,0,0,445,426,478,393,85,17.78,333
2025-07-29,Dinner,C,Meat,4.42,8.0,35.36,Tuesday,1,0,7,29,210,28.5,0.0,0,0,322,329,359,317,42,11.7,438
2025-07-29,Dinner,C,Rice,2.43,2.0,4.86,Tuesday,1,0,7,29,210,28.5,0.0,0,0,363,365,414,350,64,15.46,397
2025-07-29,Dinner,C,Soup,0.49,1.5,0.74,Tuesday,1,0,7,29,210,28.5,0.0,0,0,352,367,400,340,60,15.0,363
2025-07-29,Dinner,C,Vegetables,2.43,3.0,7.29,Tuesday,1,0,7,29,210,28.5,0.0,0,0,343,345,376,322,54,14.36,432
2025-07-29,Dinner,D,Meat,3.6,8.0,28.8,Tuesday,1,0,7,29,210,28.5,0.0,0,0,405,445,448,436,12,2.68,317
2025-07-29,Dinner,D,Rice,4.52,2.0,9.04,Tuesday,1,0,7,29,210,28.5,0.0,0,0,392,414,423,390,33,7.8,402
2025-07-29,Dinner,D,Soup,4.51,1.5,6.76,Tuesday,1,0,7,29,210,28.5,0.0,0,0,392,392,433,357,76,17.55,340
2025-07-29,Dinner,D,Vegetables,2.56,3.0,7.68,Tuesday,1,0,7,29,210,28.5,0.0,0,0,390,379,435,357,78,17.93,393
2025-07-29,Lunch,A,Meat,2.77,8.0,22.16,Tuesday,1,0,7,29,210,28.5,0.0,0,0,770,709,848,696,152,17.92,531
2025-07-29,Lunch,A,Rice,0.55,2.0,1.1,Tuesday,1,0,7,29,210,28.5,0.0,0,0,762,670,832,642,190,22.84,510
2025-07-29,Lunch,A,Soup,4.44,1.5,6.66,Tuesday,1,0,7,29,210,28.5,0.0,0,0,728,682,824,620,204,24.76,496
2025-07-29,Lunch,A,Vegetables,1.01,3.0,3.03,Tuesday,1,0,7,29,210,28.5,0.0,0,0,705,662,800,622,178,22.25,517
2025-07-29,Lunch,B,Meat,2.28,8.0,18.24,Tuesday,1,0,7,29,210,28.5,0.0,0,0,615,614,680,584,96,14.12,696
2025-07-29,Lunch,B,Vegetables,1.39,3.0,4.17,Tuesday,1,0,7,29,210,28.5,0.0,0,0,700,701,775,662,113,14.58,622
